id,name,hp,attack,defense,speed,image_url,created_at,updated_at
455,budew,40,30,35,55,http://assets.pokemon.com/assets/cms2/img/pokedex/full/406.png,current_timestamp,current_timestamp
456,roserade,60,70,65,90,http://assets.pokemon.com/assets/cms2/img/pokedex/full/407.png,current_timestamp,current_timestamp
457,cranidos,67,125,40,58,http://assets.pokemon.com/assets/cms2/img/pokedex/full/408.png,current_timestamp,current_timestamp
458,rampardos,97,165,60,58,http://assets.pokemon.com/assets/cms2/img/pokedex/full/409.png,current_timestamp,current_timestamp
459,shieldon,30,42,118,30,http://assets.pokemon.com/assets/cms2/img/pokedex/full/410.png,current_timestamp,current_timestamp
460,bastiodon,60,52,168,30,http://assets.pokemon.com/assets/cms2/img/pokedex/full/411.png,current_timestamp,current_timestamp
461,burmy,40,29,45,36,http://assets.pokemon.com/assets/cms2/img/pokedex/full/412.png,current_timestamp,current_timestamp
462,wormadam-plant,60,59,85,36,http://assets.pokemon.com/assets/cms2/img/pokedex/full/413.png,current_timestamp,current_timestamp
463,wormadam-sandy,60,79,105,36,http://assets.pokemon.com/assets/cms2/img/pokedex/full/413_f2.png,current_timestamp,current_timestamp
464,wormadam-trash,60,69,95,36,http://assets.pokemon.com/assets/cms2/img/pokedex/full/413_f3.png,current_timestamp,current_timestamp
465,mothim,70,94,50,66,http://assets.pokemon.com/assets/cms2/img/pokedex/full/414.png,current_timestamp,current_timestamp
466,combee,30,30,42,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/415.png,current_timestamp,current_timestamp
467,vespiquen,70,80,102,40,http://assets.pokemon.com/assets/cms2/img/pokedex/full/416.png,current_timestamp,current_timestamp
468,pachirisu,60,45,70,95,http://assets.pokemon.com/assets/cms2/img/pokedex/full/417.png,current_timestamp,current_timestamp
469,buizel,55,65,35,85,http://assets.pokemon.com/assets/cms2/img/pokedex/full/418.png,current_timestamp,current_timestamp
470,floatzel,85,105,55,115,http://assets.pokemon.com/assets/cms2/img/pokedex/full/419.png,current_timestamp,current_timestamp
471,cherubi,45,35,45,35,http://assets.pokemon.com/assets/cms2/img/pokedex/full/420.png,current_timestamp,current_timestamp
472,cherrim,70,60,70,85,http://assets.pokemon.com/assets/cms2/img/pokedex/full/421.png,current_timestamp,current_timestamp
473,shellos,76,48,48,34,http://assets.pokemon.com/assets/cms2/img/pokedex/full/422.png,current_timestamp,current_timestamp
474,gastrodon,111,83,68,39,http://assets.pokemon.com/assets/cms2/img/pokedex/full/423.png,current_timestamp,current_timestamp
475,ambipom,75,100,66,115,http://assets.pokemon.com/assets/cms2/img/pokedex/full/424.png,current_timestamp,current_timestamp
476,drifloon,90,50,34,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/425.png,current_timestamp,current_timestamp
477,drifblim,150,80,44,80,http://assets.pokemon.com/assets/cms2/img/pokedex/full/426.png,current_timestamp,current_timestamp
478,buneary,55,66,44,85,http://assets.pokemon.com/assets/cms2/img/pokedex/full/427.png,current_timestamp,current_timestamp
479,lopunny,65,76,84,105,http://assets.pokemon.com/assets/cms2/img/pokedex/full/428.png,current_timestamp,current_timestamp
480,lopunny-mega,65,136,94,135,http://assets.pokemon.com/assets/cms2/img/pokedex/full/428_f2.png,current_timestamp,current_timestamp
481,mismagius,60,60,60,105,http://assets.pokemon.com/assets/cms2/img/pokedex/full/429.png,current_timestamp,current_timestamp
482,honchkrow,100,125,52,71,http://assets.pokemon.com/assets/cms2/img/pokedex/full/430.png,current_timestamp,current_timestamp
483,glameow,49,55,42,85,http://assets.pokemon.com/assets/cms2/img/pokedex/full/431.png,current_timestamp,current_timestamp
484,purugly,71,82,64,112,http://assets.pokemon.com/assets/cms2/img/pokedex/full/432.png,current_timestamp,current_timestamp
485,chingling,45,30,50,45,http://assets.pokemon.com/assets/cms2/img/pokedex/full/433.png,current_timestamp,current_timestamp
486,stunky,63,63,47,74,http://assets.pokemon.com/assets/cms2/img/pokedex/full/434.png,current_timestamp,current_timestamp
487,skuntank,103,93,67,84,http://assets.pokemon.com/assets/cms2/img/pokedex/full/435.png,current_timestamp,current_timestamp
488,bronzor,57,24,86,23,http://assets.pokemon.com/assets/cms2/img/pokedex/full/436.png,current_timestamp,current_timestamp
489,bronzong,67,89,116,33,http://assets.pokemon.com/assets/cms2/img/pokedex/full/437.png,current_timestamp,current_timestamp
490,bonsly,50,80,95,10,http://assets.pokemon.com/assets/cms2/img/pokedex/full/438.png,current_timestamp,current_timestamp
491,mime-jr,20,25,45,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/439.png,current_timestamp,current_timestamp
492,happiny,100,5,5,30,http://assets.pokemon.com/assets/cms2/img/pokedex/full/440.png,current_timestamp,current_timestamp
493,chatot,76,65,45,91,http://assets.pokemon.com/assets/cms2/img/pokedex/full/441.png,current_timestamp,current_timestamp
494,spiritomb,50,92,108,35,http://assets.pokemon.com/assets/cms2/img/pokedex/full/442.png,current_timestamp,current_timestamp
495,gible,58,70,45,42,http://assets.pokemon.com/assets/cms2/img/pokedex/full/443.png,current_timestamp,current_timestamp
496,gabite,68,90,65,82,http://assets.pokemon.com/assets/cms2/img/pokedex/full/444.png,current_timestamp,current_timestamp
497,garchomp,108,130,95,102,http://assets.pokemon.com/assets/cms2/img/pokedex/full/445.png,current_timestamp,current_timestamp
498,garchomp-mega,108,170,115,92,http://assets.pokemon.com/assets/cms2/img/pokedex/full/445_f2.png,current_timestamp,current_timestamp
499,munchlax,135,85,40,5,http://assets.pokemon.com/assets/cms2/img/pokedex/full/446.png,current_timestamp,current_timestamp
500,riolu,40,70,40,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/447.png,current_timestamp,current_timestamp
501,lucario,70,110,70,90,http://assets.pokemon.com/assets/cms2/img/pokedex/full/448.png,current_timestamp,current_timestamp
502,lucario-mega,70,145,88,112,http://assets.pokemon.com/assets/cms2/img/pokedex/full/448_f2.png,current_timestamp,current_timestamp
503,hippopotas,68,72,78,32,http://assets.pokemon.com/assets/cms2/img/pokedex/full/449.png,current_timestamp,current_timestamp
504,hippowdon,108,112,118,47,http://assets.pokemon.com/assets/cms2/img/pokedex/full/450.png,current_timestamp,current_timestamp
505,skorupi,40,50,90,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/451.png,current_timestamp,current_timestamp
506,drapion,70,90,110,95,http://assets.pokemon.com/assets/cms2/img/pokedex/full/452.png,current_timestamp,current_timestamp
507,croagunk,48,61,40,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/453.png,current_timestamp,current_timestamp
508,toxicroak,83,106,65,85,http://assets.pokemon.com/assets/cms2/img/pokedex/full/454.png,current_timestamp,current_timestamp
509,carnivine,74,100,72,46,http://assets.pokemon.com/assets/cms2/img/pokedex/full/455.png,current_timestamp,current_timestamp
510,finneon,49,49,56,66,http://assets.pokemon.com/assets/cms2/img/pokedex/full/456.png,current_timestamp,current_timestamp
511,lumineon,69,69,76,91,http://assets.pokemon.com/assets/cms2/img/pokedex/full/457.png,current_timestamp,current_timestamp
512,mantyke,45,20,50,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/458.png,current_timestamp,current_timestamp
513,snover,60,62,50,40,http://assets.pokemon.com/assets/cms2/img/pokedex/full/459.png,current_timestamp,current_timestamp
514,abomasnow,90,92,75,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/460.png,current_timestamp,current_timestamp
515,abomasnow-mega,90,132,105,30,http://assets.pokemon.com/assets/cms2/img/pokedex/full/460_f2.png,current_timestamp,current_timestamp
516,weavile,70,120,65,125,http://assets.pokemon.com/assets/cms2/img/pokedex/full/461.png,current_timestamp,current_timestamp
517,magnezone,70,70,115,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/462.png,current_timestamp,current_timestamp
518,lickilicky,110,85,95,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/463.png,current_timestamp,current_timestamp
519,rhyperior,115,140,130,40,http://assets.pokemon.com/assets/cms2/img/pokedex/full/464.png,current_timestamp,current_timestamp
520,tangrowth,100,100,125,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/465.png,current_timestamp,current_timestamp
521,electivire,75,123,67,95,http://assets.pokemon.com/assets/cms2/img/pokedex/full/466.png,current_timestamp,current_timestamp
522,magmortar,75,95,67,83,http://assets.pokemon.com/assets/cms2/img/pokedex/full/467.png,current_timestamp,current_timestamp
523,togekiss,85,50,95,80,http://assets.pokemon.com/assets/cms2/img/pokedex/full/468.png,current_timestamp,current_timestamp
524,yanmega,86,76,86,95,http://assets.pokemon.com/assets/cms2/img/pokedex/full/469.png,current_timestamp,current_timestamp
525,leafeon,65,110,130,95,http://assets.pokemon.com/assets/cms2/img/pokedex/full/470.png,current_timestamp,current_timestamp
526,glaceon,65,60,110,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/471.png,current_timestamp,current_timestamp
527,gliscor,75,95,125,95,http://assets.pokemon.com/assets/cms2/img/pokedex/full/472.png,current_timestamp,current_timestamp
528,mamoswine,110,130,80,80,http://assets.pokemon.com/assets/cms2/img/pokedex/full/473.png,current_timestamp,current_timestamp
529,porygon-z,85,80,70,90,http://assets.pokemon.com/assets/cms2/img/pokedex/full/474.png,current_timestamp,current_timestamp
530,gallade,68,125,65,80,http://assets.pokemon.com/assets/cms2/img/pokedex/full/475.png,current_timestamp,current_timestamp
531,gallade-mega,68,165,95,110,http://assets.pokemon.com/assets/cms2/img/pokedex/full/475_f2.png,current_timestamp,current_timestamp
532,probopass,60,55,145,40,http://assets.pokemon.com/assets/cms2/img/pokedex/full/476.png,current_timestamp,current_timestamp
533,dusknoir,45,100,135,45,http://assets.pokemon.com/assets/cms2/img/pokedex/full/477.png,current_timestamp,current_timestamp
534,froslass,70,80,70,110,http://assets.pokemon.com/assets/cms2/img/pokedex/full/478.png,current_timestamp,current_timestamp
535,rotom,50,50,77,91,http://assets.pokemon.com/assets/cms2/img/pokedex/full/479.png,current_timestamp,current_timestamp
536,rotom-heat,50,65,107,86,http://assets.pokemon.com/assets/cms2/img/pokedex/full/479_f2.png,current_timestamp,current_timestamp
537,rotom-wash,50,65,107,86,http://assets.pokemon.com/assets/cms2/img/pokedex/full/479_f3.png,current_timestamp,current_timestamp
538,rotom-frost,50,65,107,86,http://assets.pokemon.com/assets/cms2/img/pokedex/full/479_f4.png,current_timestamp,current_timestamp
539,rotom-fan,50,65,107,86,http://assets.pokemon.com/assets/cms2/img/pokedex/full/479_f5.png,current_timestamp,current_timestamp
540,rotom-mow,50,65,107,86,http://assets.pokemon.com/assets/cms2/img/pokedex/full/479_f6.png,current_timestamp,current_timestamp
541,uxie,75,75,130,95,http://assets.pokemon.com/assets/cms2/img/pokedex/full/480.png,current_timestamp,current_timestamp
542,mesprit,80,105,105,80,http://assets.pokemon.com/assets/cms2/img/pokedex/full/481.png,current_timestamp,current_timestamp
543,azelf,75,125,70,115,http://assets.pokemon.com/assets/cms2/img/pokedex/full/482.png,current_timestamp,current_timestamp
544,dialga,100,120,120,90,http://assets.pokemon.com/assets/cms2/img/pokedex/full/483.png,current_timestamp,current_timestamp
545,palkia,90,120,100,100,http://assets.pokemon.com/assets/cms2/img/pokedex/full/484.png,current_timestamp,current_timestamp
546,heatran,91,90,106,77,http://assets.pokemon.com/assets/cms2/img/pokedex/full/485.png,current_timestamp,current_timestamp
547,regigigas,110,160,110,100,http://assets.pokemon.com/assets/cms2/img/pokedex/full/486.png,current_timestamp,current_timestamp
548,giratina-altered,150,100,120,90,http://assets.pokemon.com/assets/cms2/img/pokedex/full/487.png,current_timestamp,current_timestamp
549,giratina-origin,150,120,100,90,http://assets.pokemon.com/assets/cms2/img/pokedex/full/487_f2.png,current_timestamp,current_timestamp
550,cresselia,120,70,120,85,http://assets.pokemon.com/assets/cms2/img/pokedex/full/488.png,current_timestamp,current_timestamp
551,phione,80,80,80,80,http://assets.pokemon.com/assets/cms2/img/pokedex/full/489.png,current_timestamp,current_timestamp
552,manaphy,100,100,100,100,http://assets.pokemon.com/assets/cms2/img/pokedex/full/490.png,current_timestamp,current_timestamp
553,darkrai,70,90,90,125,http://assets.pokemon.com/assets/cms2/img/pokedex/full/491.png,current_timestamp,current_timestamp
554,shaymin-land,100,100,100,100,http://assets.pokemon.com/assets/cms2/img/pokedex/full/492.png,current_timestamp,current_timestamp
555,shaymin-sky,100,103,75,127,http://assets.pokemon.com/assets/cms2/img/pokedex/full/492_f2.png,current_timestamp,current_timestamp
556,arceus,120,120,120,120,http://assets.pokemon.com/assets/cms2/img/pokedex/full/493.png,current_timestamp,current_timestamp
557,victini,100,100,100,100,http://assets.pokemon.com/assets/cms2/img/pokedex/full/494.png,current_timestamp,current_timestamp
558,snivy,45,45,55,63,http://assets.pokemon.com/assets/cms2/img/pokedex/full/495.png,current_timestamp,current_timestamp
559,servine,60,60,75,83,http://assets.pokemon.com/assets/cms2/img/pokedex/full/496.png,current_timestamp,current_timestamp
560,serperior,75,75,95,113,http://assets.pokemon.com/assets/cms2/img/pokedex/full/497.png,current_timestamp,current_timestamp
561,tepig,65,63,45,45,http://assets.pokemon.com/assets/cms2/img/pokedex/full/498.png,current_timestamp,current_timestamp
562,pignite,90,93,55,55,http://assets.pokemon.com/assets/cms2/img/pokedex/full/499.png,current_timestamp,current_timestamp
563,emboar,110,123,65,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/500.png,current_timestamp,current_timestamp
564,oshawott,55,55,45,45,http://assets.pokemon.com/assets/cms2/img/pokedex/full/501.png,current_timestamp,current_timestamp
565,dewott,75,75,60,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/502.png,current_timestamp,current_timestamp
566,samurott,95,100,85,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/503.png,current_timestamp,current_timestamp
567,patrat,45,55,39,42,http://assets.pokemon.com/assets/cms2/img/pokedex/full/504.png,current_timestamp,current_timestamp
568,watchog,60,85,69,77,http://assets.pokemon.com/assets/cms2/img/pokedex/full/505.png,current_timestamp,current_timestamp
569,lillipup,45,60,45,55,http://assets.pokemon.com/assets/cms2/img/pokedex/full/506.png,current_timestamp,current_timestamp
570,herdier,65,80,65,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/507.png,current_timestamp,current_timestamp
571,stoutland,85,110,90,80,http://assets.pokemon.com/assets/cms2/img/pokedex/full/508.png,current_timestamp,current_timestamp
572,purrloin,41,50,37,66,http://assets.pokemon.com/assets/cms2/img/pokedex/full/509.png,current_timestamp,current_timestamp
573,liepard,64,88,50,106,http://assets.pokemon.com/assets/cms2/img/pokedex/full/510.png,current_timestamp,current_timestamp
574,pansage,50,53,48,64,http://assets.pokemon.com/assets/cms2/img/pokedex/full/511.png,current_timestamp,current_timestamp
575,simisage,75,98,63,101,http://assets.pokemon.com/assets/cms2/img/pokedex/full/512.png,current_timestamp,current_timestamp
576,pansear,50,53,48,64,http://assets.pokemon.com/assets/cms2/img/pokedex/full/513.png,current_timestamp,current_timestamp
577,simisear,75,98,63,101,http://assets.pokemon.com/assets/cms2/img/pokedex/full/514.png,current_timestamp,current_timestamp
578,panpour,50,53,48,64,http://assets.pokemon.com/assets/cms2/img/pokedex/full/515.png,current_timestamp,current_timestamp
579,simipour,75,98,63,101,http://assets.pokemon.com/assets/cms2/img/pokedex/full/516.png,current_timestamp,current_timestamp
580,munna,76,25,45,24,http://assets.pokemon.com/assets/cms2/img/pokedex/full/517.png,current_timestamp,current_timestamp
581,musharna,116,55,85,29,http://assets.pokemon.com/assets/cms2/img/pokedex/full/518.png,current_timestamp,current_timestamp
582,pidove,50,55,50,43,http://assets.pokemon.com/assets/cms2/img/pokedex/full/519.png,current_timestamp,current_timestamp
583,tranquill,62,77,62,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/520.png,current_timestamp,current_timestamp
584,unfezant,80,115,80,93,http://assets.pokemon.com/assets/cms2/img/pokedex/full/521.png,current_timestamp,current_timestamp
585,blitzle,45,60,32,76,http://assets.pokemon.com/assets/cms2/img/pokedex/full/522.png,current_timestamp,current_timestamp
586,zebstrika,75,100,63,116,http://assets.pokemon.com/assets/cms2/img/pokedex/full/523.png,current_timestamp,current_timestamp
587,roggenrola,55,75,85,15,http://assets.pokemon.com/assets/cms2/img/pokedex/full/524.png,current_timestamp,current_timestamp
588,boldore,70,105,105,20,http://assets.pokemon.com/assets/cms2/img/pokedex/full/525.png,current_timestamp,current_timestamp
589,gigalith,85,135,130,25,http://assets.pokemon.com/assets/cms2/img/pokedex/full/526.png,current_timestamp,current_timestamp
590,woobat,55,45,43,72,http://assets.pokemon.com/assets/cms2/img/pokedex/full/527.png,current_timestamp,current_timestamp
591,swoobat,67,57,55,114,http://assets.pokemon.com/assets/cms2/img/pokedex/full/528.png,current_timestamp,current_timestamp
592,drilbur,60,85,40,68,http://assets.pokemon.com/assets/cms2/img/pokedex/full/529.png,current_timestamp,current_timestamp
593,excadrill,110,135,60,88,http://assets.pokemon.com/assets/cms2/img/pokedex/full/530.png,current_timestamp,current_timestamp
594,audino,103,60,86,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/531.png,current_timestamp,current_timestamp
595,audino-mega,103,60,126,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/531_f2.png,current_timestamp,current_timestamp
596,timburr,75,80,55,35,http://assets.pokemon.com/assets/cms2/img/pokedex/full/532.png,current_timestamp,current_timestamp
597,gurdurr,85,105,85,40,http://assets.pokemon.com/assets/cms2/img/pokedex/full/533.png,current_timestamp,current_timestamp
598,conkeldurr,105,140,95,45,http://assets.pokemon.com/assets/cms2/img/pokedex/full/534.png,current_timestamp,current_timestamp
599,tympole,50,50,40,64,http://assets.pokemon.com/assets/cms2/img/pokedex/full/535.png,current_timestamp,current_timestamp
600,palpitoad,75,65,55,69,http://assets.pokemon.com/assets/cms2/img/pokedex/full/536.png,current_timestamp,current_timestamp
601,seismitoad,105,95,75,74,http://assets.pokemon.com/assets/cms2/img/pokedex/full/537.png,current_timestamp,current_timestamp
602,throh,120,100,85,45,http://assets.pokemon.com/assets/cms2/img/pokedex/full/538.png,current_timestamp,current_timestamp
603,sawk,75,125,75,85,http://assets.pokemon.com/assets/cms2/img/pokedex/full/539.png,current_timestamp,current_timestamp
604,sewaddle,45,53,70,42,http://assets.pokemon.com/assets/cms2/img/pokedex/full/540.png,current_timestamp,current_timestamp
605,swadloon,55,63,90,42,http://assets.pokemon.com/assets/cms2/img/pokedex/full/541.png,current_timestamp,current_timestamp
606,leavanny,75,103,80,92,http://assets.pokemon.com/assets/cms2/img/pokedex/full/542.png,current_timestamp,current_timestamp
607,venipede,30,45,59,57,http://assets.pokemon.com/assets/cms2/img/pokedex/full/543.png,current_timestamp,current_timestamp
608,whirlipede,40,55,99,47,http://assets.pokemon.com/assets/cms2/img/pokedex/full/544.png,current_timestamp,current_timestamp
609,scolipede,60,100,89,112,http://assets.pokemon.com/assets/cms2/img/pokedex/full/545.png,current_timestamp,current_timestamp
610,cottonee,40,27,60,66,http://assets.pokemon.com/assets/cms2/img/pokedex/full/546.png,current_timestamp,current_timestamp
611,whimsicott,60,67,85,116,http://assets.pokemon.com/assets/cms2/img/pokedex/full/547.png,current_timestamp,current_timestamp
612,petilil,45,35,50,30,http://assets.pokemon.com/assets/cms2/img/pokedex/full/548.png,current_timestamp,current_timestamp
613,lilligant,70,60,75,90,http://assets.pokemon.com/assets/cms2/img/pokedex/full/549.png,current_timestamp,current_timestamp
614,basculin-red-striped,70,92,65,98,http://assets.pokemon.com/assets/cms2/img/pokedex/full/550.png,current_timestamp,current_timestamp
615,basculin-blue-striped,70,92,65,98,http://assets.pokemon.com/assets/cms2/img/pokedex/full/550_f2.png,current_timestamp,current_timestamp
616,sandile,50,72,35,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/551.png,current_timestamp,current_timestamp
617,krokorok,60,82,45,74,http://assets.pokemon.com/assets/cms2/img/pokedex/full/552.png,current_timestamp,current_timestamp
618,krookodile,95,117,80,92,http://assets.pokemon.com/assets/cms2/img/pokedex/full/553.png,current_timestamp,current_timestamp
619,darumaka,70,90,45,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/554.png,current_timestamp,current_timestamp
620,darmanitan-standard,105,140,55,95,http://assets.pokemon.com/assets/cms2/img/pokedex/full/555.png,current_timestamp,current_timestamp
621,darmanitan-zen,105,30,105,55,http://assets.pokemon.com/assets/cms2/img/pokedex/full/555_f2.png,current_timestamp,current_timestamp
622,maractus,75,86,67,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/556.png,current_timestamp,current_timestamp
623,dwebble,50,65,85,55,http://assets.pokemon.com/assets/cms2/img/pokedex/full/557.png,current_timestamp,current_timestamp
624,crustle,70,95,125,45,http://assets.pokemon.com/assets/cms2/img/pokedex/full/558.png,current_timestamp,current_timestamp
625,scraggy,50,75,70,48,http://assets.pokemon.com/assets/cms2/img/pokedex/full/559.png,current_timestamp,current_timestamp
626,scrafty,65,90,115,58,http://assets.pokemon.com/assets/cms2/img/pokedex/full/560.png,current_timestamp,current_timestamp
627,sigilyph,72,58,80,97,http://assets.pokemon.com/assets/cms2/img/pokedex/full/561.png,current_timestamp,current_timestamp
628,yamask,38,30,85,30,http://assets.pokemon.com/assets/cms2/img/pokedex/full/562.png,current_timestamp,current_timestamp
629,cofagrigus,58,50,145,30,http://assets.pokemon.com/assets/cms2/img/pokedex/full/563.png,current_timestamp,current_timestamp
630,tirtouga,54,78,103,22,http://assets.pokemon.com/assets/cms2/img/pokedex/full/564.png,current_timestamp,current_timestamp
631,carracosta,74,108,133,32,http://assets.pokemon.com/assets/cms2/img/pokedex/full/565.png,current_timestamp,current_timestamp
632,archen,55,112,45,70,http://assets.pokemon.com/assets/cms2/img/pokedex/full/566.png,current_timestamp,current_timestamp
633,archeops,75,140,65,110,http://assets.pokemon.com/assets/cms2/img/pokedex/full/567.png,current_timestamp,current_timestamp
634,trubbish,50,50,62,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/568.png,current_timestamp,current_timestamp
635,garbodor,80,95,82,75,http://assets.pokemon.com/assets/cms2/img/pokedex/full/569.png,current_timestamp,current_timestamp
636,zorua,40,65,40,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/570.png,current_timestamp,current_timestamp
637,zoroark,60,105,60,105,http://assets.pokemon.com/assets/cms2/img/pokedex/full/571.png,current_timestamp,current_timestamp
638,minccino,55,50,40,75,http://assets.pokemon.com/assets/cms2/img/pokedex/full/572.png,current_timestamp,current_timestamp
639,cinccino,75,95,60,115,http://assets.pokemon.com/assets/cms2/img/pokedex/full/573.png,current_timestamp,current_timestamp
640,gothita,45,30,50,45,http://assets.pokemon.com/assets/cms2/img/pokedex/full/574.png,current_timestamp,current_timestamp
641,gothorita,60,45,70,55,http://assets.pokemon.com/assets/cms2/img/pokedex/full/575.png,current_timestamp,current_timestamp
642,gothitelle,70,55,95,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/576.png,current_timestamp,current_timestamp
643,solosis,45,30,40,20,http://assets.pokemon.com/assets/cms2/img/pokedex/full/577.png,current_timestamp,current_timestamp
644,duosion,65,40,50,30,http://assets.pokemon.com/assets/cms2/img/pokedex/full/578.png,current_timestamp,current_timestamp
645,reuniclus,110,65,75,30,http://assets.pokemon.com/assets/cms2/img/pokedex/full/579.png,current_timestamp,current_timestamp
646,ducklett,62,44,50,55,http://assets.pokemon.com/assets/cms2/img/pokedex/full/580.png,current_timestamp,current_timestamp
647,swanna,75,87,63,98,http://assets.pokemon.com/assets/cms2/img/pokedex/full/581.png,current_timestamp,current_timestamp
648,vanillite,36,50,50,44,http://assets.pokemon.com/assets/cms2/img/pokedex/full/582.png,current_timestamp,current_timestamp
649,vanillish,51,65,65,59,http://assets.pokemon.com/assets/cms2/img/pokedex/full/583.png,current_timestamp,current_timestamp
650,vanilluxe,71,95,85,79,http://assets.pokemon.com/assets/cms2/img/pokedex/full/584.png,current_timestamp,current_timestamp
651,deerling,60,60,50,75,http://assets.pokemon.com/assets/cms2/img/pokedex/full/585.png,current_timestamp,current_timestamp
652,sawsbuck,80,100,70,95,http://assets.pokemon.com/assets/cms2/img/pokedex/full/586.png,current_timestamp,current_timestamp
653,emolga,55,75,60,103,http://assets.pokemon.com/assets/cms2/img/pokedex/full/587.png,current_timestamp,current_timestamp
654,karrablast,50,75,45,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/588.png,current_timestamp,current_timestamp
655,escavalier,70,135,105,20,http://assets.pokemon.com/assets/cms2/img/pokedex/full/589.png,current_timestamp,current_timestamp
656,foongus,69,55,45,15,http://assets.pokemon.com/assets/cms2/img/pokedex/full/590.png,current_timestamp,current_timestamp
657,amoonguss,114,85,70,30,http://assets.pokemon.com/assets/cms2/img/pokedex/full/591.png,current_timestamp,current_timestamp
658,frillish,55,40,50,40,http://assets.pokemon.com/assets/cms2/img/pokedex/full/592.png,current_timestamp,current_timestamp
659,jellicent,100,60,70,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/593.png,current_timestamp,current_timestamp
660,alomomola,165,75,80,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/594.png,current_timestamp,current_timestamp
661,joltik,50,47,50,65,http://assets.pokemon.com/assets/cms2/img/pokedex/full/595.png,current_timestamp,current_timestamp
662,galvantula,70,77,60,108,http://assets.pokemon.com/assets/cms2/img/pokedex/full/596.png,current_timestamp,current_timestamp
663,ferroseed,44,50,91,10,http://assets.pokemon.com/assets/cms2/img/pokedex/full/597.png,current_timestamp,current_timestamp
664,ferrothorn,74,94,131,20,http://assets.pokemon.com/assets/cms2/img/pokedex/full/598.png,current_timestamp,current_timestamp
665,klink,40,55,70,30,http://assets.pokemon.com/assets/cms2/img/pokedex/full/599.png,current_timestamp,current_timestamp
666,klang,60,80,95,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/600.png,current_timestamp,current_timestamp
667,klinklang,60,100,115,90,http://assets.pokemon.com/assets/cms2/img/pokedex/full/601.png,current_timestamp,current_timestamp
668,tynamo,35,55,40,60,http://assets.pokemon.com/assets/cms2/img/pokedex/full/602.png,current_timestamp,current_timestamp
669,eelektrik,65,85,70,40,http://assets.pokemon.com/assets/cms2/img/pokedex/full/603.png,current_timestamp,current_timestamp
670,eelektross,85,115,80,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/604.png,current_timestamp,current_timestamp
671,elgyem,55,55,55,30,http://assets.pokemon.com/assets/cms2/img/pokedex/full/605.png,current_timestamp,current_timestamp
672,beheeyem,75,75,75,40,http://assets.pokemon.com/assets/cms2/img/pokedex/full/606.png,current_timestamp,current_timestamp
673,litwick,50,30,55,20,http://assets.pokemon.com/assets/cms2/img/pokedex/full/607.png,current_timestamp,current_timestamp
674,lampent,60,40,60,55,http://assets.pokemon.com/assets/cms2/img/pokedex/full/608.png,current_timestamp,current_timestamp
675,chandelure,60,55,90,80,http://assets.pokemon.com/assets/cms2/img/pokedex/full/609.png,current_timestamp,current_timestamp
676,axew,46,87,60,57,http://assets.pokemon.com/assets/cms2/img/pokedex/full/610.png,current_timestamp,current_timestamp
677,fraxure,66,117,70,67,http://assets.pokemon.com/assets/cms2/img/pokedex/full/611.png,current_timestamp,current_timestamp
678,haxorus,76,147,90,97,http://assets.pokemon.com/assets/cms2/img/pokedex/full/612.png,current_timestamp,current_timestamp
679,cubchoo,55,70,40,40,http://assets.pokemon.com/assets/cms2/img/pokedex/full/613.png,current_timestamp,current_timestamp
680,beartic,95,110,80,50,http://assets.pokemon.com/assets/cms2/img/pokedex/full/614.png,current_timestamp,current_timestamp
681,cryogonal,70,50,30,105,http://assets.pokemon.com/assets/cms2/img/pokedex/full/615.png,current_timestamp,current_timestamp
682,shelmet,50,40,85,25,http://assets.pokemon.com/assets/cms2/img/pokedex/full/616.png,current_timestamp,current_timestamp
